x_0,x_1
7.14484,2.97935
7.14484,16.7008
42.0127,40.2232
42.0127,44.0333
42.0127,34.9113
42.0127,36.2814
9.93585,4.67995
34.9113,40.2232
34.9113,36.2814
31.8361,21.2412
31.8361,28.9323
64.2412,58.8107
64.2412,60.4266
16.7008,28.9323
16.7008,2.97935
16.7008,6.72896
44.0333,40.2232
49.0287,66.2131
2.97935,6.72896
23.4409,40.8158
36.2814,40.8158
36.2814,49.1602
36.2814,40.2232
57.224,60.4266
57.224,52.3406
57.224,58.8107
40.8158,49.1602
40.8158,31.1238
58.8107,60.4266
58.8107,52.3406
60.4266,52.3406
0.76615,3.15515
55.2444,45.4065
21.2412,3.15515
4.67995,12.3338
