n1_r
12578571055:12569247937
12578571055:12569247323
12568651219:12569247268
12569249332:12578569661
12569249605:12569287498
12569249605:12578569690
12569249605:12578571055
12568652932:12569288606
12578571299:12568651847
12569249332:12568651978
12577990894:12568650132
12569289180:12568652452
12578571299:12568650178
12569249332:12568650716
12578571055:12568651860
12578571055:12568650394
12577990894:12568650428
12569289180:12568650750
12569249332:12568651607
12568652932:12568650673
12578571299:12568651213
12569249332:12568652784
12569249332:12568651586
12578571055:12568651709
12568652932:12577989252
12569249332:12568652109
12569249332:12577989258
12578571299:12577990283
12568652932:12568651566
12569289180:12578571003
12578571299:12578570903
12577990894:12569287498
12569289180:12578570708
12569249332:12569288606
12568652932:12569246965
12568652932:12569246999
12568652932:12569287498
12577990894:12569247937
12569249332:12569248563
12568652932:12569287262
12578571055:12568651746
12578571299:12569247689
12569249332:12568690988
12568652263:12568690758
12578571055:12568651939
12578571055:12568690321
12578571055:12568690355
12569249332:12568688598
12569249332:12568689951
12578570608:12568688675
12569289180:12568689581
12569249332:12568688223
12569249332:12578570903
12578571055:12578571088
12568652263:12578570405
12578571055:12578612388
12568691521:12568651536
12569289180:12568650506
12568691521:12568650463
12568691521:12568652219
12568691421:12568650468
12578570608:12568652573
12578570608:12568651423
12569289180:12568651566
12569289180:12568652602
12568691421:12568652427
12578570608:12568652301
12578570608:12568652784
12568691521:12568652695
12568691521:12568652852
12568691421:12568652877
12578570995:12568689581
12569249615:12568688816
12578570995:12568688675
12568652877:12568688852
12578611902:12568688598
12568652263:12568651341
12578570995:12568651659
12578570995:12568651802
12578570995:12568651991
12568691421:12568652337
12578611902:12569247986
12568652072:12569249163
12578611902:12569248981
12578570995:12568651536
12578611902:12568652219
12568691421:12568651460
12578611902:12568652573
12568691421:12568652136
12568652072:12569249215
12578570995:12568652251
12578570995:12569248239
12578570995:12568651956
12578611902:12569249405
12568652072:12568649582
12568691421:12569249163
12568691421:12568649562
12578570995:12569248981
12578570995:12569247986
12578611902:12568652416
12568691421:12568649538
12578570995:12568651643
12568652072:12568650086
12578570995:12568649498
12568691421:12568652019
12568652072:12568652337
12578570995:12578612388
12569249615:12578568893
12569249615:12578568878
12578570995:12578568881
12578570995:12569288834
12578611902:12578570388
12569249615:12578570694
12568652072:12578569690
12578611902:12578569661
12578571088:12568652094
12578570995:12568651607
12578612388:12568651502
12578571088:12568651091
12568652602:12568650750
12569249433:12568651291
12578570995:12568650132
12578571088:12568650716
12578571088:12568650530
12578570995:12568651847
12578570995:12568652452
12569249433:12568650178
12569249433:12568652632
12568652602:12568651686
12568652602:12568651991
12578612388:12568652354
12578570995:12568652174
12569249433:12568650428
12578570995:12578570903
12578612388:12568652602
12568652072:12578568893
12568652072:12578568878
12568652072:12578568881
12569249433:12578568893
12569249433:12578568878
12568652602:12578568881
12569249433:12578570405
12568652602:12578570903
12569249433:12569288834
12569249433:12568652427
12568652072:12568652573
12569249433:12568652695
12578570995:12568652219
12569249433:12568651536
12578570995:12568652301
12569249433:12568652049
12578612388:12568651780
12568652602:12569248879
12568652602:12569248265
12568652072:12569248279
12578612388:12568650313
12578571088:12569247091
12578570995:12569247023
12568691120:12569247473
12568652573:12569247408
12568650463:12569247548
12568652751:12569248879
12568652751:12569249057
12568652751:12569248805
12568650463:12569247221
12568691120:12569248590
12568650463:12569249215
12568650463:12569247601
12568650463:12569247574
12568691120:12569248674
12568652751:12568651423
12568691120:12568652852
12568652751:12568651536
12568652840:12568652109
12568691120:12568652301
12568652573:12568651566
12568652840:12568652219
12568652840:12568652784
12568652840:12568651213
12568652573:12568691120
12568652573:12568651385
12568652840:12568650673
12568652751:12568652427
12569247023:12568652427
12569247023:12568652695
12568652840:12568651536
12568652840:12568652301
12568691120:12568650506
12568691120:12568650468
12569247023:12568651460
12568652840:12568689506
12568650463:12568649848
12568650463:12568649901
12568650463:12568649929
12568652840:12568690632
12568652573:12568690973
12568652751:12568649884
12569247023:12568691312
12569247023:12569287985
12569247023:12568651183
12568652751:12568690758
12569288834:12568651257
12568691120:12568651910
12568652732:12568652852
12568652751:12568651183
12569288834:12568649848
12568652852:12568649929
12569288834:12568649884
12568652852:12568649901
12569288834:12568651746
12569288834:12568651183
12568688598:12568649929
12568652852:12568649884
12568652852:12568649848
12568688598:12568649901
12568652852:12568651746
12568688598:12568649757
12568688598:12569288330
12568652840:12578568881
12568652732:12578568878
12568688598:12578568893
12568652732:12569288943
12569248265:12568651423
12569288834:12568651385
12569288834:12568650468
12568688598:12568650506
12569288834:12568651686
12568652732:12568652109
12569288834:12568651536
12568652732:12568689581
12568652852:12568651659
12568652732:12568651341
12569288834:12568688816
12568652852:12568688223
12568691312:12568688852
12568652732:12568688154
12569288834:12568691209
12569288834:12568690355
12568688598:12569248457
12569247268:12569248879
12568652852:12569249360
12568691312:12569248133
12568688598:12569249215
12568688598:12569249323
12569288834:12569248981
12569288834:12568650313
12568688598:12568690632
12568688598:12568690758
12568688598:12568690973
12569247268:12568651939
12569288834:12569248412
12569288834:12569249323
12568688598:12569248529
12569288834:12569248133
12568691312:12568651956
12578570962:12568652416
12569249360:12568649582
12578571191:12568651643
12578570962:12568649562
12578570962:12568649538
12569249360:12568652251
12569249360:12568650086
12568691312:12568649498
12569249360:12568652019
12578570962:12569248133
12578571191:12569248279
12578570962:12569248879
12578571191:12569249323
12569249405:12569247689
12568691312:12569248412
12578571191:12568650992
12578571191:12577987651
12569247268:12577987655
12569249360:12577987762
12569249360:12577987716
12568652695:12577990242
12569249360:12578570708
12568652784:12568652427
12568652784:12568652219
12578571191:12568651536
12569249273:12568652301
12578571191:12568651780
12569247408:12568651566
12568652695:12568651213
12569249273:12568650673
12568652695:12568652109
12569246999:12568651709
12578571003:12568650468
12568652695:12568650506
12569247408:12568652301
12569246999:12568651586
12578571003:12569247473
12577987655:12569248805
12578571003:12569247548
12578571003:12569248590
12578571003:12569247091
12577987655:12569248674
12569249273:12569247221
12569249273:12569249376
12568652784:12569249057
12569249273:12569247937
12578571003:12569249314
12577987655:12569247689
12577987655:12569288943
12569247408:12569288606
12569249273:12569248354
12568652784:12569288330
12577987655:12569287262
12577987655:12569287498
12569249273:12569248563
12569247408:12578028682
12569246999:12577990242
12568652784:12577990607
12569247408:12577989983
12568649538:12569247986
12569249314:12569249163
12577990242:12569248981
12568649538:12569249215
12568691209:12569247574
12569249314:12569247601
12568649538:12568652136
12577990242:12568651536
12577990242:12569248900
12568652337:12569248674
12568691209:12569248590
12577990242:12569248805
12568649538:12569247601
12568649538:12569247574
12568649538:12569247473
12568652337:12569249057
12569249314:12569247548
12568652337:12569247221
12578029367:12577990607
12568691209:12577987716
12568691209:12577987651
12569249314:12577987762
12568649538:12577989983
12578029367:12568652416
12568691209:12568651643
12569249376:12568651956
12578029367:12568652019
12577990242:12568650086
12569249376:12568650907
12569249376:12568652251
12578029367:12569248239
12578029367:12568651110
12578029367:12568652180
12578029367:12569248354
12578029367:12569248194
12568649538:12569247177
12577990242:12569247937
12568649538:12569246965
12568649538:12569247689
12568649538:12569288943
12569249376:12569248133
12569249314:12568690750
12569249376:12568689311
12568649538:12568688154
12577990242:12568688223
12569249314:12568690288
12569249376:12568690355
12578029367:12568688675
12568650750:12578028682
12569249314:12578027750
12569249163:12569246965
12568691209:12569248981
12578029367:12569247986
12569288943:12569249215
12569249314:12569247574
12578029367:12569247601
12569249314:12569248239
12578029367:12568652251
12569288943:12568650716
12568691209:12568651091
12568691209:12568650428
12569249163:12568651860
12569288943:12568650178
12569249314:12568650394
12569249163:12568650132
12569249314:12568651978
12569288943:12568651847
12569249163:12568651607
12568691209:12568652452
12569249163:12568652094
12578029367:12568651502
12569249215:12568651897
12569249215:12568651020
12568652427:12568651033
12569249323:12568652156
12569249215:12568651110
12569249215:12568652019
12568652427:12568651460
12568652427:12568650907
12568652427:12568651956
12568652427:12568649582
12568652427:12568649562
12568650838:12569248239
12569249323:12568652019
12568650838:12568649498
12568650838:12568651643
12568652427:12568652416
12568650838:12568650086
12568652427:12568651020
12569249323:12568651033
12569249323:12568651460
12569249215:12568650907
12568652427:12568651897
12568652180:12569247986
12569249323:12569248981
12569249323:12569247986
12569249323:12569248879
12568652427:12569247601
12568652251:12569247574
12568652180:12569247091
12568652427:12569248279
12568650838:12569249057
12577987651:12568650907
12578570694:12568651110
12578570694:12568651897
12568652427:12568652156
12577987651:12568651020
12568652427:12568650086
12577987651:12568651033
12569249215:12568651460
12569249323:12568651643
12569249323:12568649498
12569249323:12568649562
12578570694:12568652019
12568652427:12568651822
12569249215:12568651956
12569249215:12568649582
12578570694:12569248412
12568652180:12569247689
12568652427:12569247323
12568652180:12569248529
12577987651:12569248133
12569249215:12569248563
12568652427:12569247937
12568652427:12569287262
12577987651:12569248457
12577987651:12569248279
12578570694:12568652136
12568652180:12568652219
12577987651:12568651536
12568652180:12568652301
12569249215:12568652049
12577987651:12568651780
12568652180:12578569690
12568652427:12578569661
12569249215:12577987762
12568652180:12577990607
12568652180:12577989983
12577987651:12569288303
12578568878:12569287262
12578568878:12569248529
12569248590:12568649884
12568651991:12569247689
12569288726:12569247937
12569288726:12568651746
12577990607:12568649901
12569248590:12568649929
12568651991:12568649848
12568651991:12569246965
12578568878:12569287985
12569248590:12568689506
12568651991:12568690973
12578568878:12569248412
12568651991:12578570405
12568651991:12569288330
12568652452:12569248674
12568651991:12569248805
12577990607:12569247473
12568652219:12569247548
12568652219:12569247091
12569249057:12577987716
12568652219:12577987762
12569249057:12577989983
12568652219:12568652354
12569249057:12568651659
12569249057:12568651341
12569249057:12568650530
12577990607:12568652632
12569248590:12568651502
12568652452:12568651091
12568652452:12568688816
12568652219:12568688852
12568652219:12568651802
12569248590:12568689581
12569249057:12568651847
12568652632:12568650132
12568652219:12568651607
12577990607:12568650178
12577990607:12568651291
12577990607:12568652094
12568652219:12568651978
12568652632:12568650716
12568652632:12568651686
12577990607:12568651536
12568652632:12568650506
12569249057:12568652301
12568652632:12568650468
12568652632:12568651423
12568652452:12568651460
12569249100:12569247601
12568652632:12569247574
12568652452:12569247221
12568651991:12569247091
12568651991:12568652049
12568651991:12569247548
12568652452:12569247473
12568651991:12568650992
12568651991:12569248900
12568652452:12568652354
12569249057:12568651502
12568652452:12568651341
12568652219:12568651091
12568652452:12568651802
12569249100:12568651659
12568652219:12568652174
12569249100:12568688816
12569249100:12568688852
12568652219:12568652094
12568652632:12568650086
12569249057:12568651643
12568652219:12569248457
12569249100:12569248879
12569249057:12569248133
12578570903:12569287985
12578570903:12568690973
12568652632:12569248529
12578570903:12569288303
12578570903:12569287262
12568652136:12578570405
12578570903:12568650313
12577990403:12568651502
12568652136:12568650530
12577990403:12568652094
12568649901:12568650530
12568649901:12568651502
12568652136:12568651341
12578570903:12568651659
12577990403:12568688816
12578570903:12568688852
12577990403:12568651091
12577990403:12568651802
12568652354:12568689506
12568649582:12568651183
12568652354:12568651746
12568649582:12569287262
12568652174:12568690988
12568652354:12577989252
12568649901:12577989258
12578028682:12568651709
12578028682:12568651910
12568649901:12568650673
12568690750:12568649498
12568690750:12568652416
12577990283:12568651956
12578028682:12568651643
12568649901:12568652019
12577990283:12569248239
12578028682:12568650086
12578028682:12568650907
12578028682:12568651110
12568649582:12578027750
12568651822:12577989373
12568651822:12568690288
12578028682:12568689311
12577987762:12568688154
12578028682:12568688223
12568649562:12568690355
12568690750:12568651110
12568651709:12568650907
12568651822:12577989983
12568652109:12568649498
12577987762:12568651643
12568652109:12568651956
12577987762:12568652416
12568651709:12568652019
12568652109:12568650086
12577987762:12568650907
12568652109:12569248239
12577987762:12568651110
12577987762:12568651020
12568652109:12568651897
12568651709:12568651033
12568649562:12577989258
12568649562:12577989252
12568652416:12568650673
12568652416:12568651213
12568649562:12568652109
12577987762:12568651910
12568652416:12568651566
12578568881:12568649498
12577989983:12568651643
12577989983:12568651956
12577989983:12569248239
12568652109:12568652019
12577989983:12568650086
12577989983:12568650907
12578568881:12568651213
12568691162:12568650673
12568691162:12568650468
12577989983:12568650506
12568691162:12568651566
12578568881:12568651910
12578568881:12577989258
12568652416:12577989252
12568652416:12568652301
12568651709:12568651423
12568652109:12577987716
12568652019:12578570405
12569248981:12569288330
12577989983:12568649498
12578568881:12568651956
12578568881:12568651110
12568652109:12568650907
12569248981:12568651643
12568652109:12568650816
12568691162:12568651897
12568652109:12568651020
12568691162:12568651033
12578568881:12568650086
12577989983:12568651460
12578568881:12568652156
12578568881:12569248239
12568691162:12569247986
12568652019:12569247574
12568691162:12569247601
12568690758:12569248239
12568690988:12569248879
12569248981:12568689951
12569248981:12568651939
12568691162:12568690321
12569248981:12569288606
12568690758:12568649929
12568690758:12569287498
12568652156:12569287498
12568652156:12569246965
12568690988:12568651746
12568652094:12568651780
12568652094:12568650468
12568652094:12568650506
12568652156:12568651566
12568652094:12568651536
12568652094:12568651213
12568690988:12568651607
12569288606:12568651291
12569288606:12568651686
12568652301:12568651502
12568652301:12568650530
12568652156:12568651091
12568690988:12568650132
12569248879:12568651847
12569288606:12568651897
12569248879:12568651020
12568652301:12568651033
12569248900:12568651460
12569248900:12568651110
12568652094:12568650816
12569248879:12568650907
12578570405:12569248457
12578570405:12569247091
12568652301:12569248133
12568652156:12569247473
12569288330:12569247601
12569288330:12569247574
12568652156:12569248674
12569288330:12569247221
12569288330:12569248805
12569248879:12568652049
12569248900:12578568893
12577988603:12569246965
12577988603:12568690632
12569288330:12569287985
12569288330:12569248529
12577989258:12569287262
12577989258:12568689506
12569288330:12569286880
12578570405:12568650673
12569247601:12568651213
12577988603:12568651910
12577989258:12568652049
12568688223:12568650946
12568688223:12569247221
12568690973:12569247986
12577988603:12569247091
12568688223:12577988664
12568690973:12577989558
12577989258:12577989373
12568650468:12568690288
12569247601:12568690355
12569247601:12568689311
12569247601:12568690321
12568690973:12568688675
12568650468:12568689951
12568688223:12568651423
12568690973:12568651566
12568690973:12568651536
12568690973:12568651213
12568690973:12568650673
12577989252:12569286880
12577989252:12568651020
12568688223:12568651897
12569288303:12568650816
12569248133:12568651110
12577989252:12568650907
12577989252:12569248457
12568651460:12569247689
12568651460:12569248412
12568688223:12569247937
12568688223:12569247323
12578570737:12568650673
12568652049:12568651213
12568651897:12568650946
12568651910:12569247574
12568652049:12568650673
12568651860:12568651020
12577989525:12568651033
12578570737:12568650816
12577989525:12568651110
12568652049:12568650907
12568651910:12568649498
12568651910:12568651978
12577989525:12568650428
12578570737:12568650394
12577989525:12568650716
12568651897:12568650178
12578570737:12568650132
12568651897:12568651847
12568652049:12568651091
12568651939:12568689506
12568651956:12568690632
12577989525:12569287262
12568690632:12569286880
12568651939:12569248529
12569287985:12569248239
12577989525:12568651643
12569287985:12568649498
12568651939:12568650086
12568651939:12568650907
12568690632:12568651110
12568690632:12568651020
12569287985:12568651033
12568651939:12568650178
12568651939:12568650394
12569287985:12568650428
12569287985:12568650716
12568690632:12568650132
12569287985:12568651847
12568651847:12568689506
12568651847:12569248529
12568651939:12568650132
12568651956:12568650178
12578570708:12568650716
12578570708:12568650428
12568690632:12568650394
12568690632:12568651607
12568690632:12568651091
12568651939:12568651291
12569248805:12568649613
12578570708:12568649757
12568651502:12568649884
12568690288:12568649929
12578569661:12568649848
12569248805:12569287262
12568651502:12569287498
12568690288:12569247548
12568651502:12569247473
12578570708:12569248674
12568651502:12569247221
12568651502:12569247091
12568651802:12568688154
12568651502:12568690355
12578569661:12568689311
12568651502:12568690321
12568651686:12568650530
12568651020:12568651091
12578569661:12568651659
12578569661:12568651341
12568651020:12568688816
12568651686:12568688852
12568690288:12568651802
12578569661:12568651607
12568651502:12578570142
12568651020:12578570388
12568690288:12568650816
12568651502:12568651110
12568690288:12568650907
12568651686:12568649498
12568651020:12568688852
12568690288:12568688816
12568651020:12568651341
12568690288:12568651659
12578569661:12568650530
12568651020:12568689581
12568651502:12568651291
12568651802:12568651385
12568651020:12568651607
12568690288:12568651423
12568651686:12569247323
12568651686:12569247689
12568651341:12569248529
12578570388:12569247177
12578570388:12569247937
12568651341:12569248194
12578570388:12569287262
12568651686:12569248457
12568651341:12569248354
12577989594:12568688816
12568690321:12568688852
12568651780:12568689581
12568690355:12568688675
12568690321:12568650530
12568690321:12568651091
12568651780:12578569690
12568690355:12568651586
12568690321:12568651423
12578570388:12568688154
12577989594:12568689951
12568690321:12568689311
12578570388:12568689951
12568651780:12568688154
12568651423:12577989220
12568651780:12568651385
12568651780:12568650506
12568690355:12568651536
12577989594:12569246965
12569248674:12569287262
12568651643:12569247323
12569287498:12569247689
12577989594:12569247937
12568651643:12569286880
12568651423:12569247548
12568651423:12569247473
12568651423:12569247221
12569248457:12568650086
12569248529:12568649498
12569287498:12568650907
12569248529:12569248239
12569248674:12568651110
12568651643:12568650816
12569248457:12568651110
12569248529:12568650907
12568651566:12568649498
12568651033:12568651213
12568651643:12568650673
12568651033:12568650506
12568651033:12568651536
12568651566:12568651291
12569248457:12568650132
12568651659:12568650716
12568651385:12568650178
12568651385:12568651091
12569248354:12568688816
12569248354:12568688852
12568650428:12568689581
12568651385:12568688675
12569248354:12568651091
12568651385:12568650530
12568650428:12568651291
12568651385:12568650716
12568650428:12568651586
12569248354:12568650394
12577989373:12568651091
12577989373:12568650716
12577989373:12568650178
12568651586:12568651091
12568651213:12569248194
12568650428:12569247177
12568651213:12569247937
12577989373:12569247689
12568650132:12569246965
12569248354:12568650673
12577989373:12568651213
12568651586:12578027750
12568651586:12577989558
